session_id,step_id,seq,timestamp_ms,datetime,mode,tx_mob,tx_sta,rssi_mob,rssi_sta,source,status
20260709_064650,1,48,9600,2026-07-09 06:46:59.600000,WIFI,2,5,-32.3,-34.4,STA,OK
20260709_064650,1,49,9800,2026-07-09 06:46:59.800000,WIFI,2,5,-33.8,-34.5,STA,OK
20260709_064650,2,50,10000,2026-07-09 06:47:00,WIFI,2,5,-35.2,-58.9,STA,OK
20260709_064650,2,51,10200,2026-07-09 06:47:00.200000,WIFI,2,5,-55.8,-54.6,STA,OK
20260709_064650,2,52,10400,2026-07-09 06:47:00.400000,WIFI,2,5,-55.4,-52.5,STA,OK
20260709_064650,2,53,10600,2026-07-09 06:47:00.600000,WIFI,2,5,-49.1,-55.9,STA,OK
20260709_064650,2,54,10800,2026-07-09 06:47:00.800000,WIFI,2,5,-54.4,-54.8,STA,OK
20260709_064650,2,55,11000,2026-07-09 06:47:01,WIFI,2,5,-52.0,-57.5,STA,OK
20260709_064650,2,56,11200,2026-07-09 06:47:01.200000,WIFI,2,5,-51.3,-59.5,STA,OK
20260709_064650,2,57,11400,2026-07-09 06:47:01.400000,WIFI,2,5,-52.8,-59.0,STA,OK
20260709_064650,2,58,11600,2026-07-09 06:47:01.600000,WIFI,2,5,-53.9,-59.4,STA,OK
20260709_064650,2,59,11800,2026-07-09 06:47:01.800000,WIFI,2,5,-55.4,-59.0,STA,OK
20260709_064650,2,60,12000,2026-07-09 06:47:02,WIFI,2,5,-55.9,-58.7,STA,OK
20260709_064650,2,61,12200,2026-07-09 06:47:02.200000,WIFI,2,5,-54.7,-55.0,STA,OK
20260709_064650,2,62,12400,2026-07-09 06:47:02.400000,WIFI,2,5,-56.9,-58.8,STA,OK
20260709_064650,2,63,12600,2026-07-09 06:47:02.600000,WIFI,2,5,-53.7,-61.9,STA,OK
20260709_064650,2,64,12800,2026-07-09 06:47:02.800000,WIFI,2,5,-55.2,-61.4,STA,OK
20260709_064650,2,65,13000,2026-07-09 06:47:03,WIFI,2,5,-56.0,-60.6,STA,OK
20260709_064650,2,66,13200,2026-07-09 06:47:03.200000,WIFI,2,5,-54.5,-59.3,STA,OK
20260709_064650,2,67,13400,2026-07-09 06:47:03.400000,WIFI,2,5,-54.1,-61.3,STA,OK
20260709_064650,2,68,13600,2026-07-09 06:47:03.600000,WIFI,2,5,-54.0,-63.5,STA,OK
20260709_064650,2,69,13800,2026-07-09 06:47:03.800000,WIFI,2,5,-56.4,-59.8,STA,OK
20260709_064650,2,70,14000,2026-07-09 06:47:04,WIFI,2,5,-55.6,-61.9,STA,OK
20260709_064650,2,71,14200,2026-07-09 06:47:04.200000,WIFI,2,5,-58.6,-60.8,STA,OK
20260709_064650,2,72,14400,2026-07-09 06:47:04.400000,WIFI,2,5,-60.4,-62.4,STA,OK
20260709_064650,2,73,14600,2026-07-09 06:47:04.600000,WIFI,2,5,-60.0,-59.7,STA,OK
20260709_064650,2,74,14800,2026-07-09 06:47:04.800000,WIFI,2,5,-61.5,-62.2,STA,OK
20260709_064650,2,75,15000,2026-07-09 06:47:05,WIFI,2,5,-58.0,-62.1,STA,OK
20260709_064650,2,76,15200,2026-07-09 06:47:05.200000,WIFI,2,5,-56.6,-64.1,STA,OK
20260709_064650,2,77,15400,2026-07-09 06:47:05.400000,WIFI,2,5,-60.8,-57.8,STA,OK
20260709_064650,2,78,15600,2026-07-09 06:47:05.600000,WIFI,2,5,-57.0,-59.6,STA,OK
20260709_064650,2,79,15800,2026-07-09 06:47:05.800000,WIFI,2,5,-61.0,-60.4,STA,OK
20260709_064650,2,80,16000,2026-07-09 06:47:06,WIFI,2,5,-55.8,-57.9,STA,OK
20260709_064650,2,81,16200,2026-07-09 06:47:06.200000,WIFI,2,5,-57.3,-59.7,STA,OK
20260709_064650,2,82,16400,2026-07-09 06:47:06.400000,WIFI,2,5,-56.4,-56.1,STA,OK
20260709_064650,2,83,16600,2026-07-09 06:47:06.600000,WIFI,2,5,-54.0,-60.5,STA,OK
20260709_064650,2,84,16800,2026-07-09 06:47:06.800000,WIFI,2,5,-57.1,-58.7,STA,OK
20260709_064650,2,85,17000,2026-07-09 06:47:07,WIFI,2,5,-56.9,-57.2,STA,OK
20260709_064650,2,86,17200,2026-07-09 06:47:07.200000,WIFI,2,5,-51.8,-58.4,STA,OK
20260709_064650,2,87,17400,2026-07-09 06:47:07.400000,WIFI,2,5,-57.2,-57.5,STA,OK
20260709_064650,2,88,17600,2026-07-09 06:47:07.600000,WIFI,2,5,-56.4,-53.8,STA,OK
20260709_064650,2,89,17800,2026-07-09 06:47:07.800000,WIFI,2,5,-56.5,-58.9,STA,OK
20260709_064650,2,90,18000,2026-07-09 06:47:08,WIFI,2,5,-52.2,-54.8,STA,OK
20260709_064650,2,91,18200,2026-07-09 06:47:08.200000,WIFI,2,5,-54.9,-55.6,STA,OK
20260709_064650,2,92,18400,2026-07-09 06:47:08.400000,WIFI,2,5,-53.2,-52.5,STA,OK
20260709_064650,2,93,18600,2026-07-09 06:47:08.600000,WIFI,2,5,-52.3,-55.4,STA,OK
20260709_064650,2,94,18800,2026-07-09 06:47:08.800000,WIFI,2,5,-55.4,-52.8,STA,OK
20260709_064650,2,95,19000,2026-07-09 06:47:09,WIFI,2,5,-54.2,-56.2,STA,OK
20260709_064650,2,96,19200,2026-07-09 06:47:09.200000,WIFI,2,5,-51.1,-55.2,STA,OK
20260709_064650,2,97,19400,2026-07-09 06:47:09.400000,WIFI,2,5,-50.7,-59.2,STA,OK
20260709_064650,2,98,19600,2026-07-09 06:47:09.600000,WIFI,2,5,-53.3,-58.4,STA,OK
20260709_064650,2,99,19800,2026-07-09 06:47:09.800000,WIFI,2,5,-50.4,-57.1,STA,OK
20260709_064650,3,100,20000,2026-07-09 06:47:10,WIFI,2,5,-53.5,-64.3,STA,OK
20260709_064650,3,101,20200,2026-07-09 06:47:10.200000,WIFI,2,5,-59.7,-67.4,STA,OK
20260709_064650,3,102,20400,2026-07-09 06:47:10.400000,WIFI,2,5,-59.9,-64.8,STA,OK
20260709_064650,3,103,20600,2026-07-09 06:47:10.600000,WIFI,2,5,-62.5,-66.2,STA,OK
20260709_064650,3,104,20800,2026-07-09 06:47:10.800000,WIFI,2,5,-65.9,-64.1,STA,OK
20260709_064650,3,105,21000,2026-07-09 06:47:11,WIFI,2,5,-63.3,-68.2,STA,OK
20260709_064650,3,106,21200,2026-07-09 06:47:11.200000,WIFI,2,5,-68.3,-67.3,STA,OK
20260709_064650,3,107,21400,2026-07-09 06:47:11.400000,WIFI,2,5,-62.7,-65.7,STA,OK
20260709_064650,3,108,21600,2026-07-09 06:47:11.600000,WIFI,2,5,-69.2,-66.4,STA,OK
20260709_064650,3,109,21800,2026-07-09 06:47:11.800000,WIFI,2,5,-65.4,-67.3,STA,OK
20260709_064650,3,110,22000,2026-07-09 06:47:12,WIFI,2,5,-69.3,-68.2,STA,OK
20260709_064650,3,111,22200,2026-07-09 06:47:12.200000,WIFI,2,5,-69.0,-68.0,STA,OK
20260709_064650,3,112,22400,2026-07-09 06:47:12.400000,WIFI,2,5,-69.3,-70.8,STA,OK
20260709_064650,3,113,22600,2026-07-09 06:47:12.600000,WIFI,2,5,-66.5,-70.7,STA,OK
20260709_064650,3,114,22800,2026-07-09 06:47:12.800000,WIFI,2,5,-67.0,-73.5,STA,OK
20260709_064650,3,115,23000,2026-07-09 06:47:13,WIFI,2,5,-64.3,-68.2,STA,OK
20260709_064650,3,116,23200,2026-07-09 06:47:13.200000,WIFI,2,5,-67.6,-70.6,STA,OK
20260709_064650,3,117,23400,2026-07-09 06:47:13.400000,WIFI,2,5,-65.7,-72.0,STA,OK
20260709_064650,3,118,23600,2026-07-09 06:47:13.600000,WIFI,2,5,-68.5,-73.1,STA,OK
20260709_064650,3,119,23800,2026-07-09 06:47:13.800000,WIFI,2,5,-70.5,-68.2,STA,OK
20260709_064650,3,120,24000,2026-07-09 06:47:14,WIFI,2,5,-69.2,-68.4,STA,OK
20260709_064650,3,121,24200,2026-07-09 06:47:14.200000,WIFI,2,5,-67.3,-71.8,STA,OK
20260709_064650,3,122,24400,2026-07-09 06:47:14.400000,WIFI,2,5,-63.7,-69.1,STA,OK
20260709_064650,3,123,24600,2026-07-09 06:47:14.600000,WIFI,2,5,-66.7,-68.0,STA,OK
20260709_064650,3,124,24800,2026-07-09 06:47:14.800000,WIFI,2,5,-68.9,-67.7,STA,OK
20260709_064650,3,125,25000,2026-07-09 06:47:15,WIFI,2,5,-65.9,-65.0,STA,OK
20260709_064650,3,126,25200,2026-07-09 06:47:15.200000,WIFI,2,5,-65.0,-67.2,STA,OK
20260709_064650,3,127,25400,2026-07-09 06:47:15.400000,WIFI,2,5,-63.1,-69.6,STA,OK
20260709_064650,3,128,25600,2026-07-09 06:47:15.600000,WIFI,2,5,-60.8,-65.2,STA,OK
20260709_064650,3,129,25800,2026-07-09 06:47:15.800000,WIFI,2,5,-64.6,-66.6,STA,OK
20260709_064650,3,130,26000,2026-07-09 06:47:16,WIFI,2,5,-61.8,-64.6,STA,OK
20260709_064650,3,131,26200,2026-07-09 06:47:16.200000,WIFI,2,5,-65.3,-62.7,STA,OK
20260709_064650,3,132,26400,2026-07-09 06:47:16.400000,WIFI,2,5,-62.0,-66.3,STA,OK
20260709_064650,3,133,26600,2026-07-09 06:47:16.600000,WIFI,2,5,-61.0,-66.6,STA,OK
20260709_064650,3,134,26800,2026-07-09 06:47:16.800000,WIFI,2,5,-62.0,-67.3,STA,OK
20260709_064650,3,135,27000,2026-07-09 06:47:17,WIFI,2,5,-58.4,-65.5,STA,OK
20260709_064650,3,136,27200,2026-07-09 06:47:17.200000,WIFI,2,5,-62.4,-64.9,STA,OK
20260709_064650,3,137,27400,2026-07-09 06:47:17.400000,WIFI,2,5,-64.5,-66.1,STA,OK
20260709_064650,3,138,27600,2026-07-09 06:47:17.600000,WIFI,2,5,-62.0,-65.2,STA,OK
20260709_064650,3,139,27800,2026-07-09 06:47:17.800000,WIFI,2,5,-58.8,-66.2,STA,OK
20260709_064650,3,140,28000,2026-07-09 06:47:18,WIFI,2,5,-59.0,-67.4,STA,OK
20260709_064650,3,141,28200,2026-07-09 06:47:18.200000,WIFI,2,5,-64.1,-66.6,STA,OK
20260709_064650,3,142,28400,2026-07-09 06:47:18.400000,WIFI,2,5,-63.4,-63.8,STA,OK
20260709_064650,3,143,28600,2026-07-09 06:47:18.600000,WIFI,2,5,-64.8,-64.0,STA,OK
20260709_064650,3,144,28800,2026-07-09 06:47:18.800000,WIFI,2,5,-64.0,-63.7,STA,OK
20260709_064650,3,145,29000,2026-07-09 06:47:19,WIFI,2,5,-61.1,-64.0,STA,OK
20260709_064650,3,146,29200,2026-07-09 06:47:19.200000,WIFI,2,5,-62.8,-65.0,STA,OK
20260709_064650,3,147,29400,2026-07-09 06:47:19.400000,WIFI,2,5,-62.9,-64.7,STA,OK
20260709_064650,3,148,29600,2026-07-09 06:47:19.600000,WIFI,2,5,-63.3,-67.3,STA,OK
20260709_064650,3,149,29800,2026-07-09 06:47:19.800000,WIFI,2,5,-64.7,-71.2,STA,OK
20260709_064650,4,150,30000,2026-07-09 06:47:20,WIFI,2,5,-66.7,-78.5,STA,OK
20260709_064650,4,151,30200,2026-07-09 06:47:20.200000,WIFI,2,5,-76.4,-75.5,STA,OK
20260709_064650,4,152,30400,2026-07-09 06:47:20.400000,WIFI,2,5,-77.9,-80.0,STA,OK
20260709_064650,4,153,30600,2026-07-09 06:47:20.600000,WIFI,2,5,-79.3,-76.5,STA,OK
20260709_064650,4,154,30800,2026-07-09 06:47:20.800000,WIFI,2,5,-73.3,-79.1,STA,OK
20260709_064650,4,155,31000,2026-07-09 06:47:21,WIFI,2,5,-76.9,-80.3,STA,OK
20260709_064650,4,156,31200,2026-07-09 06:47:21.200000,WIFI,2,5,-74.2,-82.0,STA,OK
20260709_064650,4,157,31400,2026-07-09 06:47:21.400000,WIFI,2,5,-75.6,-82.4,STA,OK
20260709_064650,4,158,31600,2026-07-09 06:47:21.600000,WIFI,2,5,-73.6,-81.2,STA,OK
20260709_064650,4,159,31800,2026-07-09 06:47:21.800000,WIFI,2,5,-78.5,-80.4,STA,OK
20260709_064650,4,160,32000,2026-07-09 06:47:22,WIFI,2,5,-78.1,-78.3,STA,OK
20260709_064650,4,161,32200,2026-07-09 06:47:22.200000,WIFI,2,5,-77.9,-77.0,STA,OK
20260709_064650,4,162,32400,2026-07-09 06:47:22.400000,WIFI,2,5,-76.7,-76.1,STA,OK
20260709_064650,4,163,32600,2026-07-09 06:47:22.600000,WIFI,2,5,-78.0,-80.7,STA,OK
20260709_064650,4,164,32800,2026-07-09 06:47:22.800000,WIFI,2,5,-73.2,-78.9,STA,OK
20260709_064650,4,165,33000,2026-07-09 06:47:23,WIFI,2,5,-72.3,-78.1,STA,OK
20260709_064650,4,166,33200,2026-07-09 06:47:23.200000,WIFI,2,5,-73.6,-77.1,STA,OK
20260709_064650,4,167,33400,2026-07-09 06:47:23.400000,WIFI,2,5,-74.6,-74.1,STA,OK
20260709_064650,4,168,33600,2026-07-09 06:47:23.600000,WIFI,2,5,-74.7,-75.7,STA,OK
20260709_064650,4,169,33800,2026-07-09 06:47:23.800000,WIFI,2,5,-72.4,-73.2,STA,OK
20260709_064650,4,170,34000,2026-07-09 06:47:24,WIFI,2,5,-69.1,-75.0,STA,OK
20260709_064650,4,171,34200,2026-07-09 06:47:24.200000,WIFI,2,5,-72.8,-71.3,STA,OK
20260709_064650,4,172,34400,2026-07-09 06:47:24.400000,WIFI,2,5,-74.5,-73.2,STA,OK
20260709_064650,4,173,34600,2026-07-09 06:47:24.600000,WIFI,2,5,-68.4,-75.5,STA,OK
20260709_064650,4,174,34800,2026-07-09 06:47:24.800000,WIFI,2,5,-74.1,-76.7,STA,OK
20260709_064650,4,175,35000,2026-07-09 06:47:25,WIFI,2,5,-74.3,-76.2,STA,OK
20260709_064650,4,176,35200,2026-07-09 06:47:25.200000,WIFI,2,5,-73.0,-70.3,STA,OK
20260709_064650,4,177,35400,2026-07-09 06:47:25.400000,WIFI,2,5,-73.5,-70.8,STA,OK
20260709_064650,4,178,35600,2026-07-09 06:47:25.600000,WIFI,2,5,-73.7,-73.2,STA,OK
20260709_064650,4,179,35800,2026-07-09 06:47:25.800000,WIFI,2,5,-70.7,-76.8,STA,OK
20260709_064650,4,180,36000,2026-07-09 06:47:26,WIFI,2,5,-70.7,-71.6,STA,OK
20260709_064650,4,181,36200,2026-07-09 06:47:26.200000,WIFI,2,5,-67.9,-71.5,STA,OK
20260709_064650,4,182,36400,2026-07-09 06:47:26.400000,WIFI,2,5,-69.8,-76.9,STA,OK
20260709_064650,4,183,36600,2026-07-09 06:47:26.600000,WIFI,2,5,-71.4,-76.7,STA,OK
20260709_064650,4,184,36800,2026-07-09 06:47:26.800000,WIFI,2,5,-74.4,-75.9,STA,OK
20260709_064650,4,185,37000,2026-07-09 06:47:27,WIFI,2,5,-74.1,-72.6,STA,OK
20260709_064650,4,186,37200,2026-07-09 06:47:27.200000,WIFI,2,5,-70.0,-73.0,STA,OK
20260709_064650,4,187,37400,2026-07-09 06:47:27.400000,WIFI,2,5,-72.9,-74.1,STA,OK
20260709_064650,4,188,37600,2026-07-09 06:47:27.600000,WIFI,2,5,-76.1,-77.7,STA,OK
20260709_064650,4,189,37800,2026-07-09 06:47:27.800000,WIFI,2,5,-75.8,-77.8,STA,OK
20260709_064650,4,190,38000,2026-07-09 06:47:28,WIFI,2,5,-74.7,-75.5,STA,OK
20260709_064650,4,191,38200,2026-07-09 06:47:28.200000,WIFI,2,5,-72.6,-79.6,STA,OK
20260709_064650,4,192,38400,2026-07-09 06:47:28.400000,WIFI,2,5,-75.3,-80.4,STA,OK
20260709_064650,4,193,38600,2026-07-09 06:47:28.600000,WIFI,2,5,-72.1,-77.7,STA,OK
20260709_064650,4,194,38800,2026-07-09 06:47:28.800000,WIFI,2,5,-74.4,-81.2,STA,OK
20260709_064650,4,195,39000,2026-07-09 06:47:29,WIFI,2,5,-75.7,-78.3,STA,OK
20260709_064650,4,196,39200,2026-07-09 06:47:29.200000,WIFI,2,5,-75.7,-78.0,STA,OK
20260709_064650,4,197,39400,2026-07-09 06:47:29.400000,WIFI,2,5,-74.8,-77.6,STA,OK
20260709_064650,4,198,39600,2026-07-09 06:47:29.600000,WIFI,2,5,-79.7,-78.9,STA,OK
20260709_064650,4,199,39800,2026-07-09 06:47:29.800000,WIFI,2,5,-74.2,-82.3,STA,OK
20260709_064650,5,200,40000,2026-07-09 06:47:30,WIFI,2,5,-78.7,-88.9,STA,OK
20260709_064650,5,201,40200,2026-07-09 06:47:30.200000,WIFI,2,5,-83.4,-83.8,STA,OK
20260709_064650,5,202,40400,2026-07-09 06:47:30.400000,WIFI,2,5,-80.2,-88.4,STA,OK
20260709_064650,5,203,40600,2026-07-09 06:47:30.600000,WIFI,2,5,-84.8,-87.6,STA,OK
20260709_064650,5,204,40800,2026-07-09 06:47:30.800000,WIFI,2,5,-81.6,-86.3,STA,OK
20260709_064650,5,205,41000,2026-07-09 06:47:31,WIFI,2,5,-82.2,-85.6,STA,OK
20260709_064650,5,206,41200,2026-07-09 06:47:31.200000,WIFI,2,5,-80.8,-83.5,STA,OK
20260709_064650,5,207,41400,2026-07-09 06:47:31.400000,WIFI,2,5,-84.6,-86.5,STA,OK
20260709_064650,5,208,41600,2026-07-09 06:47:31.600000,WIFI,2,5,-78.6,-84.8,STA,OK
20260709_064650,5,209,41800,2026-07-09 06:47:31.800000,WIFI,2,5,-80.8,-85.7,STA,OK
20260709_064650,5,210,42000,2026-07-09 06:47:32,WIFI,2,5,-77.6,-81.1,STA,OK
20260709_064650,5,211,42200,2026-07-09 06:47:32.200000,WIFI,2,5,-78.8,-83.8,STA,OK
20260709_064650,5,212,42400,2026-07-09 06:47:32.400000,WIFI,2,5,-80.0,-84.5,STA,OK
20260709_064650,5,213,42600,2026-07-09 06:47:32.600000,WIFI,2,5,-81.0,-82.1,STA,OK
20260709_064650,5,214,42800,2026-07-09 06:47:32.800000,WIFI,2,5,-81.1,-83.9,STA,OK
20260709_064650,5,215,43000,2026-07-09 06:47:33,WIFI,2,5,-79.9,-83.3,STA,OK
20260709_064650,5,216,43200,2026-07-09 06:47:33.200000,WIFI,2,5,-75.8,-78.4,STA,OK
20260709_064650,5,217,43400,2026-07-09 06:47:33.400000,WIFI,2,5,-77.0,-83.0,STA,OK
20260709_064650,5,218,43600,2026-07-09 06:47:33.600000,WIFI,2,5,-79.3,-84.3,STA,OK
20260709_064650,5,219,43800,2026-07-09 06:47:33.800000,WIFI,2,5,-79.3,-82.2,STA,OK
20260709_064650,5,220,44000,2026-07-09 06:47:34,WIFI,2,5,-80.0,-79.4,STA,OK
20260709_064650,5,221,44200,2026-07-09 06:47:34.200000,WIFI,2,5,-79.6,-81.6,STA,OK
20260709_064650,5,222,44400,2026-07-09 06:47:34.400000,WIFI,2,5,-78.5,-80.7,STA,OK
20260709_064650,5,223,44600,2026-07-09 06:47:34.600000,WIFI,2,5,-81.6,-80.7,STA,OK
20260709_064650,5,224,44800,2026-07-09 06:47:34.800000,WIFI,2,5,-80.9,-81.1,STA,OK
20260709_064650,5,225,45000,2026-07-09 06:47:35,WIFI,2,5,-81.8,-82.1,STA,OK
20260709_064650,5,226,45200,2026-07-09 06:47:35.200000,WIFI,2,5,-78.1,-84.9,STA,OK
20260709_064650,5,227,45400,2026-07-09 06:47:35.400000,WIFI,2,5,-76.6,-79.9,STA,OK
20260709_064650,5,228,45600,2026-07-09 06:47:35.600000,WIFI,2,5,-76.7,-80.7,STA,OK
20260709_064650,5,229,45800,2026-07-09 06:47:35.800000,WIFI,2,5,-78.9,-83.6,STA,OK
20260709_064650,5,230,46000,2026-07-09 06:47:36,WIFI,2,5,-79.4,-87.3,STA,OK
20260709_064650,5,231,46200,2026-07-09 06:47:36.200000,WIFI,2,5,-83.3,-83.8,STA,OK
20260709_064650,5,232,46400,2026-07-09 06:47:36.400000,WIFI,2,5,-84.2,-81.8,STA,OK
20260709_064650,5,233,46600,2026-07-09 06:47:36.600000,WIFI,2,5,-82.6,-86.4,STA,OK
20260709_064650,5,234,46800,2026-07-09 06:47:36.800000,WIFI,2,5,-82.7,-85.6,STA,OK
20260709_064650,5,235,47000,2026-07-09 06:47:37,WIFI,2,5,-84.8,-83.1,STA,OK
20260709_064650,5,236,47200,2026-07-09 06:47:37.200000,WIFI,2,5,-86.1,-85.0,STA,OK
20260709_064650,5,237,47400,2026-07-09 06:47:37.400000,WIFI,2,5,-86.6,-89.4,STA,OK
20260709_064650,5,238,47600,2026-07-09 06:47:37.600000,WIFI,2,5,-83.5,-84.8,STA,OK
20260709_064650,5,239,47800,2026-07-09 06:47:37.800000,WIFI,2,5,-83.6,-85.2,STA,OK
20260709_064650,5,240,48000,2026-07-09 06:47:38,WIFI,2,5,-82.4,-87.0,STA,OK
20260709_064650,5,241,48200,2026-07-09 06:47:38.200000,WIFI,2,5,-87.2,-88.1,STA,OK
20260709_064650,5,242,48400,2026-07-09 06:47:38.400000,WIFI,2,5,-86.3,-85.7,STA,OK
20260709_064650,5,243,48600,2026-07-09 06:47:38.600000,WIFI,2,5,-82.9,-86.1,STA,OK
20260709_064650,5,244,48800,2026-07-09 06:47:38.800000,WIFI,2,5,-86.3,-86.7,STA,OK
20260709_064650,5,245,49000,2026-07-09 06:47:39,WIFI,2,5,-82.0,-84.8,STA,OK
20260709_064650,5,246,49200,2026-07-09 06:47:39.200000,WIFI,2,5,-84.3,-86.6,STA,OK
20260709_064650,5,247,49400,2026-07-09 06:47:39.400000,WIFI,2,5,-79.5,-84.4,STA,OK
20260709_064650,5,248,49600,2026-07-09 06:47:39.600000,WIFI,2,5,-79.2,-85.7,STA,OK
20260709_064650,5,249,49800,2026-07-09 06:47:39.800000,WIFI,2,5,-79.8,-82.2,STA,OK
20260709_064650,6,250,50000,2026-07-09 06:47:40,WIFI,2,5,-80.4,-85.2,STA,OK
20260709_064650,6,251,50200,2026-07-09 06:47:40.200000,WIFI,2,5,-85.5,-85.7,STA,OK
20260709_064650,6,252,50400,2026-07-09 06:47:40.400000,WIFI,2,5,-86.2,-84.1,STA,OK
20260709_064650,6,253,50600,2026-07-09 06:47:40.600000,WIFI,2,5,-81.7,,MOB,OK
20260709_064650,6,254,50800,2026-07-09 06:47:40.800000,WIFI,2,5,-81.7,-87.3,STA,OK
