session_id,step_id,seq,timestamp_ms,datetime,mode,tx_mob,tx_sta,rssi_mob,rssi_sta,source,status
20260709_064650,2,61,12200,2026-07-09 06:47:02.200000,WIFI,2,5,-74.1,-74.4,STA,OK
20260709_064650,2,62,12400,2026-07-09 06:47:02.400000,WIFI,2,5,-69.2,-74.0,STA,OK
20260709_064650,2,63,12600,2026-07-09 06:47:02.600000,WIFI,2,5,-74.3,-73.8,STA,OK
20260709_064650,2,64,12800,2026-07-09 06:47:02.800000,WIFI,2,5,-70.0,-79.5,STA,OK
20260709_064650,2,65,13000,2026-07-09 06:47:03,WIFI,2,5,-73.0,-76.7,STA,OK
20260709_064650,2,66,13200,2026-07-09 06:47:03.200000,WIFI,2,5,-72.9,-79.5,STA,OK
20260709_064650,2,67,13400,2026-07-09 06:47:03.400000,WIFI,2,5,-73.2,-77.2,STA,OK
20260709_064650,2,68,13600,2026-07-09 06:47:03.600000,WIFI,2,5,-72.5,-75.4,STA,OK
20260709_064650,2,69,13800,2026-07-09 06:47:03.800000,WIFI,2,5,-72.3,-78.8,STA,OK
20260709_064650,2,70,14000,2026-07-09 06:47:04,WIFI,2,5,-74.7,-80.0,STA,OK
20260709_064650,2,71,14200,2026-07-09 06:47:04.200000,WIFI,2,5,-76.5,-81.2,STA,OK
20260709_064650,2,72,14400,2026-07-09 06:47:04.400000,WIFI,2,5,-72.1,-75.7,STA,OK
20260709_064650,2,73,14600,2026-07-09 06:47:04.600000,WIFI,2,5,-74.6,-76.0,STA,OK
20260709_064650,2,74,14800,2026-07-09 06:47:04.800000,WIFI,2,5,-75.9,-75.8,STA,OK
20260709_064650,2,75,15000,2026-07-09 06:47:05,WIFI,2,5,-78.5,-76.0,STA,OK
20260709_064650,2,76,15200,2026-07-09 06:47:05.200000,WIFI,2,5,-76.7,-80.5,STA,OK
20260709_064650,2,77,15400,2026-07-09 06:47:05.400000,WIFI,2,5,-73.1,-80.4,STA,OK
20260709_064650,2,78,15600,2026-07-09 06:47:05.600000,WIFI,2,5,-77.2,-77.3,STA,OK
20260709_064650,2,79,15800,2026-07-09 06:47:05.800000,WIFI,2,5,-75.8,-80.8,STA,OK
20260709_064650,3,80,16000,2026-07-09 06:47:06,WIFI,2,5,-72.8,-83.4,STA,OK
20260709_064650,3,81,16200,2026-07-09 06:47:06.200000,WIFI,2,5,-80.0,-85.8,STA,OK
20260709_064650,3,82,16400,2026-07-09 06:47:06.400000,WIFI,2,5,-80.0,-83.4,STA,OK
20260709_064650,3,83,16600,2026-07-09 06:47:06.600000,WIFI,2,5,-77.0,-81.1,STA,OK
20260709_064650,3,84,16800,2026-07-09 06:47:06.800000,WIFI,2,5,-75.6,-82.8,STA,OK
20260709_064650,3,85,17000,2026-07-09 06:47:07,WIFI,2,5,-77.8,-78.2,STA,OK
20260709_064650,3,86,17200,2026-07-09 06:47:07.200000,WIFI,2,5,-78.3,-78.7,STA,OK
20260709_064650,3,87,17400,2026-07-09 06:47:07.400000,WIFI,2,5,-75.1,-82.8,STA,OK
20260709_064650,3,88,17600,2026-07-09 06:47:07.600000,WIFI,2,5,-77.7,-78.8,STA,OK
20260709_064650,3,89,17800,2026-07-09 06:47:07.800000,WIFI,2,5,-77.9,-82.1,STA,OK
20260709_064650,3,90,18000,2026-07-09 06:47:08,WIFI,2,5,-79.5,-76.5,STA,OK
20260709_064650,3,91,18200,2026-07-09 06:47:08.200000,WIFI,2,5,-78.6,-80.1,STA,OK
20260709_064650,3,92,18400,2026-07-09 06:47:08.400000,WIFI,2,5,-75.6,-79.6,STA,OK
20260709_064650,3,93,18600,2026-07-09 06:47:08.600000,WIFI,2,5,-78.8,-77.8,STA,OK
20260709_064650,3,94,18800,2026-07-09 06:47:08.800000,WIFI,2,5,-78.1,-82.2,STA,OK
20260709_064650,3,95,19000,2026-07-09 06:47:09,WIFI,2,5,-77.2,-76.6,STA,OK
20260709_064650,3,96,19200,2026-07-09 06:47:09.200000,WIFI,2,5,-72.7,-75.8,STA,OK
20260709_064650,3,97,19400,2026-07-09 06:47:09.400000,WIFI,2,5,-73.9,-79.2,STA,OK
20260709_064650,3,98,19600,2026-07-09 06:47:09.600000,WIFI,2,5,-75.6,-77.6,STA,OK
20260709_064650,3,99,19800,2026-07-09 06:47:09.800000,WIFI,2,5,-73.4,-78.7,STA,OK
20260709_064650,3,100,20000,2026-07-09 06:47:10,WIFI,2,5,-79.4,-79.2,STA,OK
20260709_064650,3,101,20200,2026-07-09 06:47:10.200000,WIFI,2,5,-75.4,-77.5,STA,OK
20260709_064650,3,102,20400,2026-07-09 06:47:10.400000,WIFI,2,5,-78.8,-78.1,STA,OK
20260709_064650,3,103,20600,2026-07-09 06:47:10.600000,WIFI,2,5,-77.2,-83.2,STA,OK
20260709_064650,3,104,20800,2026-07-09 06:47:10.800000,WIFI,2,5,-79.6,-78.3,STA,OK
20260709_064650,3,105,21000,2026-07-09 06:47:11,WIFI,2,5,-77.9,-82.9,STA,OK
20260709_064650,3,106,21200,2026-07-09 06:47:11.200000,WIFI,2,5,-79.9,-83.3,STA,OK
20260709_064650,3,107,21400,2026-07-09 06:47:11.400000,WIFI,2,5,-81.2,-82.8,STA,OK
20260709_064650,3,108,21600,2026-07-09 06:47:11.600000,WIFI,2,5,-82.3,-84.4,STA,OK
20260709_064650,3,109,21800,2026-07-09 06:47:11.800000,WIFI,2,5,-79.7,-86.2,STA,OK
20260709_064650,3,110,22000,2026-07-09 06:47:12,WIFI,2,5,-80.0,-80.7,STA,OK
20260709_064650,3,111,22200,2026-07-09 06:47:12.200000,WIFI,2,5,-77.8,-85.7,STA,OK
20260709_064650,3,112,22400,2026-07-09 06:47:12.400000,WIFI,2,5,-80.7,-86.6,STA,OK
20260709_064650,3,113,22600,2026-07-09 06:47:12.600000,WIFI,2,5,-83.3,-82.8,STA,OK
20260709_064650,3,114,22800,2026-07-09 06:47:12.800000,WIFI,2,5,-79.0,-86.2,STA,OK
20260709_064650,3,115,23000,2026-07-09 06:47:13,WIFI,2,5,-83.7,-82.8,STA,OK
20260709_064650,3,116,23200,2026-07-09 06:47:13.200000,WIFI,2,5,-84.2,-81.5,STA,OK
20260709_064650,3,117,23400,2026-07-09 06:47:13.400000,WIFI,2,5,-81.4,-87.0,STA,OK
20260709_064650,3,118,23600,2026-07-09 06:47:13.600000,WIFI,2,5,-81.5,-85.7,STA,OK
20260709_064650,3,119,23800,2026-07-09 06:47:13.800000,WIFI,2,5,-84.7,-80.7,STA,OK
20260709_064650,4,120,24000,2026-07-09 06:47:14,WIFI,2,5,-84.3,-88.8,STA,OK
20260709_064650,4,121,24200,2026-07-09 06:47:14.200000,WIFI,2,5,-84.5,-86.7,STA,OK
20260709_064650,4,122,24400,2026-07-09 06:47:14.400000,WIFI,2,5,-85.8,-89.1,STA,OK
20260709_064650,4,123,24600,2026-07-09 06:47:14.600000,WIFI,2,5,-85.0,-88.7,STA,OK
20260709_064650,4,124,24800,2026-07-09 06:47:14.800000,WIFI,2,5,-84.5,-86.2,STA,OK
20260709_064650,4,125,25000,2026-07-09 06:47:15,WIFI,2,5,-88.2,,MOB,OK
20260709_064650,4,126,25200,2026-07-09 06:47:15.200000,WIFI,2,5,-88.2,-88.5,STA,OK
20260709_064650,4,127,25400,2026-07-09 06:47:15.400000,WIFI,2,5,-86.5,-88.5,STA,OK
20260709_064650,4,128,25600,2026-07-09 06:47:15.600000,WIFI,2,5,-84.4,,MOB,OK
20260709_064650,4,129,25800,2026-07-09 06:47:15.800000,WIFI,2,5,-84.4,-83.3,STA,OK
20260709_064650,4,130,26000,2026-07-09 06:47:16,WIFI,2,5,-86.9,-83.7,STA,OK
20260709_064650,4,131,26200,2026-07-09 06:47:16.200000,WIFI,2,5,-85.5,-85.5,STA,OK
20260709_064650,4,132,26400,2026-07-09 06:47:16.400000,WIFI,2,5,-84.7,-87.8,STA,OK
20260709_064650,4,133,26600,2026-07-09 06:47:16.600000,WIFI,2,5,-81.1,-83.9,STA,OK
20260709_064650,4,134,26800,2026-07-09 06:47:16.800000,WIFI,2,5,-78.9,-86.1,STA,OK
20260709_064650,4,135,27000,2026-07-09 06:47:17,WIFI,2,5,-79.2,-84.6,STA,OK
20260709_064650,4,136,27200,2026-07-09 06:47:17.200000,WIFI,2,5,-79.9,-82.3,STA,OK
20260709_064650,4,137,27400,2026-07-09 06:47:17.400000,WIFI,2,5,-81.4,-82.5,STA,OK
20260709_064650,4,138,27600,2026-07-09 06:47:17.600000,WIFI,2,5,-81.3,-84.5,STA,OK
20260709_064650,4,139,27800,2026-07-09 06:47:17.800000,WIFI,2,5,-85.7,-84.5,STA,OK
20260709_064650,4,140,28000,2026-07-09 06:47:18,WIFI,2,5,-80.1,-85.0,STA,OK
20260709_064650,4,141,28200,2026-07-09 06:47:18.200000,WIFI,2,5,-80.1,-83.5,STA,OK
20260709_064650,4,142,28400,2026-07-09 06:47:18.400000,WIFI,2,5,-80.9,-85.4,STA,OK
20260709_064650,4,143,28600,2026-07-09 06:47:18.600000,WIFI,2,5,-80.9,-86.8,STA,OK
20260709_064650,4,144,28800,2026-07-09 06:47:18.800000,WIFI,2,5,-85.4,,MOB,OK
20260709_064650,4,145,29000,2026-07-09 06:47:19,WIFI,2,5,-85.4,-87.5,STA,OK
20260709_064650,4,146,29200,2026-07-09 06:47:19.200000,WIFI,2,5,-87.0,,MOB,OK
20260709_064650,4,147,29400,2026-07-09 06:47:19.400000,WIFI,2,5,-87.0,-85.9,STA,OK
20260709_064650,4,148,29600,2026-07-09 06:47:19.600000,WIFI,2,5,-83.8,-85.8,STA,OK
20260709_064650,4,149,29800,2026-07-09 06:47:19.800000,WIFI,2,5,-86.5,,MOB,OK
20260709_064650,4,150,30000,2026-07-09 06:47:20,WIFI,2,5,-86.5,-89.1,STA,OK
20260709_064650,4,151,30200,2026-07-09 06:47:20.200000,WIFI,2,5,-85.7,,MOB,OK
20260709_064650,4,152,30600,2026-07-09 06:47:20.600000,WIFI,2,5,-85.7,-88.6,STA,OK
20260709_064650,4,153,30800,2026-07-09 06:47:20.800000,WIFI,2,5,-88.8,,MOB,OK
20260709_064650,4,154,31000,2026-07-09 06:47:21,WIFI,2,5,-88.8,-87.8,STA,OK
20260709_064650,4,155,31200,2026-07-09 06:47:21.200000,WIFI,2,5,-85.7,,MOB,OK
20260709_064650,4,156,31400,2026-07-09 06:47:21.400000,WIFI,2,5,-85.7,-89.7,STA,OK
20260709_064650,4,157,31800,2026-07-09 06:47:21.800000,WIFI,2,5,-84.9,,MOB,OK
20260709_064650,5,158,32400,2026-07-09 06:47:22.400000,WIFI,2,5,-89.7,,MOB,OK
20260709_064650,5,159,32600,2026-07-09 06:47:22.600000,WIFI,2,5,-89.7,-89.5,STA,OK
20260709_064650,5,160,32800,2026-07-09 06:47:22.800000,WIFI,2,5,-87.2,,MOB,OK
20260709_064650,5,161,33200,2026-07-09 06:47:23.200000,WIFI,2,5,-87.2,-90.0,STA,OK
20260709_064650,5,162,33400,2026-07-09 06:47:23.400000,WIFI,2,5,-87.7,,MOB,OK
20260709_064650,5,163,33600,2026-07-09 06:47:23.600000,WIFI,2,5,-87.7,-86.8,STA,OK
20260709_064650,5,164,33800,2026-07-09 06:47:23.800000,WIFI,2,5,-87.5,-87.4,STA,OK
20260709_064650,5,165,34000,2026-07-09 06:47:24,WIFI,2,5,-83.1,,MOB,OK
20260709_064650,5,166,34200,2026-07-09 06:47:24.200000,WIFI,2,5,-83.1,-86.2,STA,OK
20260709_064650,5,167,34400,2026-07-09 06:47:24.400000,WIFI,2,5,-83.2,,MOB,OK
20260709_064650,5,168,34600,2026-07-09 06:47:24.600000,WIFI,2,5,-83.2,-86.5,STA,OK
20260709_064650,5,169,34800,2026-07-09 06:47:24.800000,WIFI,2,5,-87.2,,MOB,OK
20260709_064650,5,170,35000,2026-07-09 06:47:25,WIFI,2,5,-87.2,-84.6,STA,OK
20260709_064650,5,171,35200,2026-07-09 06:47:25.200000,WIFI,2,5,-86.2,-84.4,STA,OK
20260709_064650,5,172,35400,2026-07-09 06:47:25.400000,WIFI,2,5,-85.8,-84.6,STA,OK
20260709_064650,5,173,35600,2026-07-09 06:47:25.600000,WIFI,2,5,-86.8,-84.5,STA,OK
20260709_064650,5,174,35800,2026-07-09 06:47:25.800000,WIFI,2,5,-83.6,-86.5,STA,OK
20260709_064650,5,175,36000,2026-07-09 06:47:26,WIFI,2,5,-82.7,,MOB,OK
20260709_064650,5,176,36200,2026-07-09 06:47:26.200000,WIFI,2,5,-82.7,-88.5,STA,OK
20260709_064650,5,177,36400,2026-07-09 06:47:26.400000,WIFI,2,5,-87.9,-89.6,STA,OK
20260709_064650,5,178,36600,2026-07-09 06:47:26.600000,WIFI,2,5,-85.3,-87.1,STA,OK
20260709_064650,5,179,36800,2026-07-09 06:47:26.800000,WIFI,2,5,-88.8,,MOB,OK
20260709_064650,5,180,37000,2026-07-09 06:47:27,WIFI,2,5,-86.2,,MOB,OK
20260709_064650,5,181,37200,2026-07-09 06:47:27.200000,WIFI,2,5,-88.3,,MOB,OK
20260709_064650,5,182,37400,2026-07-09 06:47:27.400000,WIFI,2,5,-84.5,,MOB,OK
20260709_064650,5,183,37600,2026-07-09 06:47:27.600000,WIFI,2,5,-84.7,,MOB,OK
20260709_064650,5,184,37800,2026-07-09 06:47:27.800000,WIFI,2,5,-84.7,-89.2,STA,OK
20260709_064650,5,185,38000,2026-07-09 06:47:28,WIFI,2,5,-85.9,,MOB,OK
20260709_064650,5,186,39400,2026-07-09 06:47:29.400000,WIFI,2,5,-87.5,,MOB,OK
20260709_064650,5,187,39800,2026-07-09 06:47:29.800000,WIFI,2,5,-89.2,,MOB,OK
20260709_064650,6,188,40000,2026-07-09 06:47:30,WIFI,2,5,-85.9,,MOB,OK
20260709_064650,6,189,40400,2026-07-09 06:47:30.400000,WIFI,2,5,-85.9,-89.7,STA,OK
20260709_064650,6,190,40600,2026-07-09 06:47:30.600000,WIFI,2,5,-88.9,-89.1,STA,OK
20260709_064650,6,191,40800,2026-07-09 06:47:30.800000,WIFI,2,5,-88.4,-87.0,STA,OK
20260709_064650,6,192,41000,2026-07-09 06:47:31,WIFI,2,5,-83.8,-89.4,STA,OK
20260709_064650,6,193,41200,2026-07-09 06:47:31.200000,WIFI,2,5,-87.8,-86.7,STA,OK
20260709_064650,6,194,41400,2026-07-09 06:47:31.400000,WIFI,2,5,-86.0,,MOB,OK
20260709_064650,6,195,41600,2026-07-09 06:47:31.600000,WIFI,2,5,-86.0,-84.9,STA,OK
20260709_064650,6,196,41800,2026-07-09 06:47:31.800000,WIFI,2,5,-84.7,-87.2,STA,OK
20260709_064650,6,197,42000,2026-07-09 06:47:32,WIFI,2,5,-83.4,-84.8,STA,OK
20260709_064650,6,198,42200,2026-07-09 06:47:32.200000,WIFI,2,5,-82.2,-85.0,STA,OK
20260709_064650,6,199,42400,2026-07-09 06:47:32.400000,WIFI,2,5,-80.9,-88.3,STA,OK
20260709_064650,6,200,42600,2026-07-09 06:47:32.600000,WIFI,2,5,-83.3,-83.7,STA,OK
20260709_064650,6,201,42800,2026-07-09 06:47:32.800000,WIFI,2,5,-83.4,-87.5,STA,OK
20260709_064650,6,202,43000,2026-07-09 06:47:33,WIFI,2,5,-83.1,-82.9,STA,OK
20260709_064650,6,203,43200,2026-07-09 06:47:33.200000,WIFI,2,5,-79.4,-88.9,STA,OK
20260709_064650,6,204,43400,2026-07-09 06:47:33.400000,WIFI,2,5,-83.0,-82.9,STA,OK
20260709_064650,6,205,43600,2026-07-09 06:47:33.600000,WIFI,2,5,-79.8,-88.2,STA,OK
20260709_064650,6,206,43800,2026-07-09 06:47:33.800000,WIFI,2,5,-82.7,-86.7,STA,OK
20260709_064650,6,207,44000,2026-07-09 06:47:34,WIFI,2,5,-79.3,-83.0,STA,OK
20260709_064650,6,208,44200,2026-07-09 06:47:34.200000,WIFI,2,5,-79.1,-82.4,STA,OK
20260709_064650,6,209,44400,2026-07-09 06:47:34.400000,WIFI,2,5,-79.4,-89.0,STA,OK
20260709_064650,6,210,44600,2026-07-09 06:47:34.600000,WIFI,2,5,-86.0,-86.3,STA,OK
20260709_064650,6,211,44800,2026-07-09 06:47:34.800000,WIFI,2,5,-82.7,-84.9,STA,OK
20260709_064650,6,212,45000,2026-07-09 06:47:35,WIFI,2,5,-82.1,-86.1,STA,OK
20260709_064650,6,213,45200,2026-07-09 06:47:35.200000,WIFI,2,5,-83.4,-87.3,STA,OK
20260709_064650,6,214,45400,2026-07-09 06:47:35.400000,WIFI,2,5,-86.9,-85.4,STA,OK
20260709_064650,6,215,45600,2026-07-09 06:47:35.600000,WIFI,2,5,-87.0,-89.2,STA,OK
20260709_064650,6,216,45800,2026-07-09 06:47:35.800000,WIFI,2,5,-85.8,-87.1,STA,OK
20260709_064650,6,217,46000,2026-07-09 06:47:36,WIFI,2,5,-82.4,,MOB,OK
20260709_064650,6,218,46200,2026-07-09 06:47:36.200000,WIFI,2,5,-82.4,-89.5,STA,OK
20260709_064650,6,219,46400,2026-07-09 06:47:36.400000,WIFI,2,5,-85.7,-87.6,STA,OK
20260709_064650,6,220,46600,2026-07-09 06:47:36.600000,WIFI,2,5,-86.6,,MOB,OK
20260709_064650,6,221,46800,2026-07-09 06:47:36.800000,WIFI,2,5,-89.5,,MOB,OK
20260709_064650,6,222,47000,2026-07-09 06:47:37,WIFI,2,5,-89.5,-89.9,STA,OK
20260709_064650,6,223,47200,2026-07-09 06:47:37.200000,WIFI,2,5,-87.2,-87.6,STA,OK
20260709_064650,6,224,47400,2026-07-09 06:47:37.400000,WIFI,2,5,-89.9,-87.8,STA,OK
20260709_064650,6,225,47600,2026-07-09 06:47:37.600000,WIFI,2,5,-89.3,,MOB,OK
20260709_064650,6,226,47800,2026-07-09 06:47:37.800000,WIFI,2,5,-89.6,,MOB,OK
20260709_064650,7,227,48000,2026-07-09 06:47:38,WIFI,2,5,-89.6,-86.3,STA,OK
20260709_064650,7,228,48200,2026-07-09 06:47:38.200000,WIFI,2,5,-81.9,-86.1,STA,OK
20260709_064650,7,229,48400,2026-07-09 06:47:38.400000,WIFI,2,5,-80.6,-85.8,STA,OK
20260709_064650,7,230,48600,2026-07-09 06:47:38.600000,WIFI,2,5,-79.6,-87.3,STA,OK
20260709_064650,7,231,48800,2026-07-09 06:47:38.800000,WIFI,2,5,-83.7,-87.7,STA,OK
20260709_064650,7,232,49000,2026-07-09 06:47:39,WIFI,2,5,-84.5,-82.8,STA,OK
20260709_064650,7,233,49200,2026-07-09 06:47:39.200000,WIFI,2,5,-84.4,-85.3,STA,OK
20260709_064650,7,234,49400,2026-07-09 06:47:39.400000,WIFI,2,5,-82.5,-85.0,STA,OK
20260709_064650,7,235,49600,2026-07-09 06:47:39.600000,WIFI,2,5,-80.9,-84.2,STA,OK
20260709_064650,7,236,49800,2026-07-09 06:47:39.800000,WIFI,2,5,-78.1,-85.1,STA,OK
20260709_064650,7,237,50000,2026-07-09 06:47:40,WIFI,2,5,-77.2,-78.4,STA,OK
20260709_064650,7,238,50200,2026-07-09 06:47:40.200000,WIFI,2,5,-82.3,-81.0,STA,OK
20260709_064650,7,239,50400,2026-07-09 06:47:40.400000,WIFI,2,5,-76.7,-82.0,STA,OK
20260709_064650,7,240,50600,2026-07-09 06:47:40.600000,WIFI,2,5,-79.0,-81.5,STA,OK
20260709_064650,7,241,50800,2026-07-09 06:47:40.800000,WIFI,2,5,-81.0,-80.2,STA,OK
20260709_064650,7,242,51000,2026-07-09 06:47:41,WIFI,2,5,-76.6,-78.2,STA,OK
20260709_064650,7,243,51200,2026-07-09 06:47:41.200000,WIFI,2,5,-77.2,-80.3,STA,OK
20260709_064650,7,244,51400,2026-07-09 06:47:41.400000,WIFI,2,5,-79.4,-80.7,STA,OK
20260709_064650,7,245,51600,2026-07-09 06:47:41.600000,WIFI,2,5,-79.5,-77.4,STA,OK
20260709_064650,7,246,51800,2026-07-09 06:47:41.800000,WIFI,2,5,-76.3,-80.2,STA,OK
20260709_064650,7,247,52000,2026-07-09 06:47:42,WIFI,2,5,-73.2,-79.6,STA,OK
20260709_064650,7,248,52200,2026-07-09 06:47:42.200000,WIFI,2,5,-73.1,-75.9,STA,OK
20260709_064650,7,249,52400,2026-07-09 06:47:42.400000,WIFI,2,5,-78.6,-76.6,STA,OK
20260709_064650,7,250,52600,2026-07-09 06:47:42.600000,WIFI,2,5,-72.6,-77.5,STA,OK
20260709_064650,7,251,52800,2026-07-09 06:47:42.800000,WIFI,2,5,-76.5,-78.4,STA,OK
20260709_064650,7,252,53000,2026-07-09 06:47:43,WIFI,2,5,-75.7,-80.7,STA,OK
20260709_064650,7,253,53200,2026-07-09 06:47:43.200000,WIFI,2,5,-78.0,-78.9,STA,OK
20260709_064650,7,254,53400,2026-07-09 06:47:43.400000,WIFI,2,5,-74.2,-82.4,STA,OK
20260709_064650,7,255,53600,2026-07-09 06:47:43.600000,WIFI,2,5,-79.0,-81.6,STA,OK
20260709_064650,7,256,53800,2026-07-09 06:47:43.800000,WIFI,2,5,-75.0,-78.6,STA,OK
